Fecha de Pago;Tipo de Operación;Número de Movimiento;Operación Relacionada;Importe
2025-12-01T09:11:53Z;Retención Impuesto Ingresos Brutos Régimen SIRTAC;2135715815310;135360885853;-3.5
2025-12-01T09:11:53Z;Impuesto sobre los Créditos y Débitos en cobros;2135715815312;135360885853;-42
2025-12-01T09:11:53Z;Costo de Mercado Pago;2135715815314;135360885853;-67.9
2025-12-01T09:11:53Z;Retención Impuesto a los IIBB de Santa Fe;2135715815316;135360885853;-105
2025-12-01T09:18:30Z;Cobro;2135599355403;135361653663;30000
2025-12-01T09:18:30Z;Retención Impuesto Ingresos Brutos Régimen SIRTAC;2135599355405;135361653663;-15
2025-12-01T09:18:30Z;Impuesto sobre los Créditos y Débitos en cobros;2135599355407;135361653663;-180
2025-12-01T09:18:30Z;Costo de Mercado Pago;2135599355409;135361653663;-291
2025-12-01T09:18:30Z;Retención Impuesto a los IIBB de Santa Fe;2135599355411;135361653663;-450
2025-12-01T09:19:19Z;Cobro;2135599584117;135977951770;71204
2025-12-01T09:19:19Z;Retención Impuesto Ingresos Brutos Régimen SIRTAC;2135599584119;135977951770;-35.6
2025-12-01T09:19:19Z;Impuesto sobre los Créditos y Débitos en cobros;2135599584121;135977951770;-427.22
2025-12-01T09:19:19Z;Costo de Mercado Pago;2135599584123;135977951770;-690.68
2025-12-01T09:19:19Z;Retención Impuesto a los IIBB de Santa Fe;2135599584125;135977951770;-1068.06
2025-12-01T09:24:21Z;Cobro;2135602828787;135362331483;4006
2025-12-01T09:24:21Z;Retención Impuesto Ingresos Brutos Régimen SIRTAC;2135602828789;135362331483;-2
2025-12-01T09:24:21Z;Impuesto sobre los Créditos y Débitos en cobros;2135602828791;135362331483;-24.04
2025-12-01T09:24:21Z;Costo de Mercado Pago;2135602828793;135362331483;-38.86
2025-12-01T09:24:21Z;Retención Impuesto a los IIBB de Santa Fe;2135602828795;135362331483;-60.09
2025-12-01T09:27:01Z;Cobro;2135604679743;135978796010;20000
2025-12-01T09:27:01Z;Retención Impuesto Ingresos Brutos Régimen SIRTAC;2135604679745;135978796010;-10
2025-12-01T09:27:01Z;Impuesto sobre los Créditos y Débitos en cobros;2135604679747;135978796010;-120
2025-12-01T09:27:01Z;Costo de Mercado Pago;2135604679749;135978796010;-194
2025-12-01T09:27:01Z;Retención Impuesto a los IIBB de Santa Fe;2135604679751;135978796010;-300
2025-12-01T09:30:47Z;Cobro;2135728117020;135979586252;27000
2025-12-01T09:30:47Z;Retención Impuesto Ingresos Brutos Régimen SIRTAC;2135728117022;135979586252;-13.5
2025-12-01T09:30:47Z;Impuesto sobre los Créditos y Débitos en cobros;2135728117024;135979586252;-162
2025-12-01T09:30:47Z;Costo de Mercado Pago;2135728117026;135979586252;-261.9
2025-12-01T09:30:47Z;Retención Impuesto a los IIBB de Santa Fe;2135728117028;135979586252;-405
2025-12-01T09:35:00Z;Cobro;2135610292747;135363629291;8800
2025-12-01T09:35:00Z;Retención Impuesto Ingresos Brutos Régimen SIRTAC;2135610292749;135363629291;-4.4
2025-12-01T09:35:00Z;Impuesto sobre los Créditos y Débitos en cobros;2135610292751;135363629291;-52.8
2025-12-01T09:35:00Z;Costo de Mercado Pago;2135610292753;135363629291;-85.36
2025-12-01T09:35:00Z;Retención Impuesto a los IIBB de Santa Fe;2135610292755;135363629291;-132
2025-12-01T09:39:19Z;Cobro;2135733753724;135364354297;4000
2025-12-01T09:39:19Z;Retención Impuesto Ingresos Brutos Régimen SIRTAC;2135733753726;135364354297;-2
2025-12-01T09:39:19Z;Impuesto sobre los Créditos y Débitos en cobros;2135733753728;135364354297;-24
2025-12-01T09:39:19Z;Costo de Mercado Pago;2135733753730;135364354297;-38.8
2025-12-01T09:39:19Z;Retención Impuesto a los IIBB de Santa Fe;2135733753732;135364354297;-60
2025-12-01T09:49:10Z;Cobro;2135741173078;135365375283;98017
2025-12-01T09:49:10Z;Retención Impuesto Ingresos Brutos Régimen SIRTAC;2135741173080;135365375283;-49.01
2025-12-01T09:49:10Z;Impuesto sobre los Créditos y Débitos en cobros;2135741173082;135365375283;-588.1
2025-12-01T09:49:10Z;Costo de Mercado Pago;2135741173084;135365375283;-950.76
2025-12-01T09:49:10Z;Retención Impuesto a los IIBB de Santa Fe;2135741173086;135365375283;-1470.26
2025-12-01T09:52:22Z;Cobro;2135622674661;135982210398;30000
2025-12-01T09:52:22Z;Retención Impuesto Ingresos Brutos Régimen SIRTAC;2135622674663;135982210398;-15
2025-12-01T09:52:22Z;Impuesto sobre los Créditos y Débitos en cobros;2135622674665;135982210398;-180
2025-12-01T09:52:22Z;Costo de Mercado Pago;2135622674667;135982210398;-291
2025-12-01T09:52:22Z;Retención Impuesto a los IIBB de Santa Fe;2135622674669;135982210398;-450
2025-12-01T09:57:56Z;Cobro;2135747662028;135982785124;20000
2025-12-01T09:57:56Z;Retención Impuesto Ingresos Brutos Régimen SIRTAC;2135747662030;135982785124;-10
2025-12-01T09:57:56Z;Impuesto sobre los Créditos y Débitos en cobros;2135747662032;135982785124;-120
2025-12-01T09:57:56Z;Costo de Mercado Pago;2135747662034;135982785124;-194
2025-12-01T09:57:56Z;Retención Impuesto a los IIBB de Santa Fe;2135747662036;135982785124;-300
2025-12-01T10:04:08Z;Cobro;2135752336676;135983734304;36005.4
2025-12-01T10:04:08Z;Retención Impuesto Ingresos Brutos Régimen SIRTAC;2135752336678;135983734304;-18
2025-12-01T10:04:08Z;Impuesto sobre los Créditos y Débitos en cobros;2135752336680;135983734304;-216.03
2025-12-01T10:04:08Z;Costo de Mercado Pago;2135752336682;135983734304;-349.25
2025-12-01T10:04:08Z;Retención Impuesto a los IIBB de Santa Fe;2135752336684;135983734304;-540.08
2025-12-01T10:07:59Z;Cobro;2135634350445;135984039416;4501
2025-12-01T10:07:59Z;Retención Impuesto Ingresos Brutos Régimen SIRTAC;2135634350447;135984039416;-2.25
2025-12-01T10:07:59Z;Impuesto sobre los Créditos y Débitos en cobros;2135634350449;135984039416;-27.01
2025-12-01T10:07:59Z;Costo de Mercado Pago;2135634350451;135984039416;-43.66
2025-12-01T10:07:59Z;Retención Impuesto a los IIBB de Santa Fe;2135634350453;135984039416;-67.52
2025-12-01T10:08:40Z;Cobro;2135634990297;135984326332;8100
2025-12-01T10:08:40Z;Retención Impuesto Ingresos Brutos Régimen SIRTAC;2135634990299;135984326332;-4.05
2025-12-01T10:08:40Z;Impuesto sobre los Créditos y Débitos en cobros;2135634990301;135984326332;-48.6
2025-12-01T10:08:40Z;Costo de Mercado Pago;2135634990303;135984326332;-78.57
2025-12-01T10:08:40Z;Retención Impuesto a los IIBB de Santa Fe;2135634990305;135984326332;-121.5
2025-12-01T10:11:11Z;Cobro;2135757653938;135368356317;17037
2025-12-01T10:11:11Z;Retención Impuesto Ingresos Brutos Régimen SIRTAC;2135757653940;135368356317;-8.52
2025-12-01T10:11:11Z;Impuesto sobre los Créditos y Débitos en cobros;2135757653942;135368356317;-102.22
2025-12-01T10:11:11Z;Costo de Mercado Pago;2135757653944;135368356317;-165.26
2025-12-01T10:11:11Z;Retención Impuesto a los IIBB de Santa Fe;2135757653946;135368356317;-255.56
2025-12-01T10:13:14Z;Cobro;2135638745617;135368634455;2400
2025-12-01T10:13:14Z;Retención Impuesto Ingresos Brutos Régimen SIRTAC;2135638745619;135368634455;-1.2
2025-12-01T10:13:14Z;Impuesto sobre los Créditos y Débitos en cobros;2135638745621;135368634455;-14.4
2025-12-01T10:13:14Z;Costo de Mercado Pago;2135638745623;135368634455;-23.28
2025-12-01T10:13:14Z;Retención Impuesto a los IIBB de Santa Fe;2135638745625;135368634455;-36
2025-12-01T10:17:39Z;Cobro;2135762706712;135985329808;15000
2025-12-01T10:17:39Z;Retención Impuesto Ingresos Brutos Régimen SIRTAC;2135762706714;135985329808;-7.5
2025-12-01T10:17:39Z;Impuesto sobre los Créditos y Débitos en cobros;2135762706716;135985329808;-90
2025-12-01T10:17:39Z;Costo de Mercado Pago;2135762706718;135985329808;-145.5
2025-12-01T10:17:39Z;Retención Impuesto a los IIBB de Santa Fe;2135762706720;135985329808;-225
2025-12-01T10:29:11Z;Cobro;2135652035507;135370746897;5000
2025-12-01T10:29:11Z;Retención Impuesto Ingresos Brutos Régimen SIRTAC;2135652035509;135370746897;-2.5
2025-12-01T10:29:11Z;Impuesto sobre los Créditos y Débitos en cobros;2135652035511;135370746897;-30
2025-12-01T10:29:11Z;Costo de Mercado Pago;2135652035513;135370746897;-48.5
2025-12-01T10:29:11Z;Retención Impuesto a los IIBB de Santa Fe;2135652035515;135370746897;-75
2025-12-01T10:35:50Z;Retiro de dinero;2135778158968;135370701407;-12762316
2025-12-01T10:41:36Z;Cobro;2135782772732;135372269667;5300
2025-12-01T10:41:36Z;Retención Impuesto Ingresos Brutos Régimen SIRTAC;2135782772734;135372269667;-2.65
2025-12-01T10:41:36Z;Impuesto sobre los Créditos y Débitos en cobros;2135782772736;135372269667;-31.8
2025-12-01T10:41:36Z;Costo de Mercado Pago;2135782772738;135372269667;-51.41
2025-12-01T10:41:36Z;Retención Impuesto a los IIBB de Santa Fe;2135782772740;135372269667;-79.5
2025-12-01T10:48:20Z;Cobro;2135788249042;135373400415;40000
2025-12-01T10:48:20Z;Retención Impuesto Ingresos Brutos Régimen SIRTAC;2135788249044;135373400415;-20
2025-12-01T10:48:20Z;Impuesto sobre los Créditos y Débitos en cobros;2135788249046;135373400415;-240
2025-12-01T10:48:20Z;Costo de Mercado Pago;2135788249048;135373400415;-388
2025-12-01T10:48:20Z;Retención Impuesto a los IIBB de Santa Fe;2135788249050;135373400415;-600
2025-12-01T10:50:20Z;Cobro;2135669151067;135989708000;27000
2025-12-01T10:50:20Z;Retención Impuesto Ingresos Brutos Régimen SIRTAC;2135669151069;135989708000;-13.5
2025-12-01T10:50:20Z;Impuesto sobre los Créditos y Débitos en cobros;2135669151071;135989708000;-162
2025-12-01T10:50:20Z;Costo de Mercado Pago;2135669151073;135989708000;-261.9
2025-12-01T10:50:20Z;Retención Impuesto a los IIBB de Santa Fe;2135669151075;135989708000;-405
2025-12-01T10:52:52Z;Cobro;2135791834822;135373863255;2000
2025-12-01T10:52:52Z;Retención Impuesto Ingresos Brutos Régimen SIRTAC;2135791834824;135373863255;-1
2025-12-01T10:52:52Z;Impuesto sobre los Créditos y Débitos en cobros;2135791834826;135373863255;-12
2025-12-01T10:52:52Z;Costo de Mercado Pago;2135791834828;135373863255;-19.4
2025-12-01T10:52:52Z;Retención Impuesto a los IIBB de Santa Fe;2135791834830;135373863255;-30
2025-12-01T10:55:34Z;Cobro;2135794113718;135374281073;20000
2025-12-01T10:55:34Z;Retención Impuesto Ingresos Brutos Régimen SIRTAC;2135794113720;135374281073;-10
2025-12-01T10:55:34Z;Impuesto sobre los Créditos y Débitos en cobros;2135794113722;135374281073;-120
2025-12-01T10:55:34Z;Costo de Mercado Pago;2135794113724;135374281073;-194
2025-12-01T10:55:34Z;Retención Impuesto a los IIBB de Santa Fe;2135794113726;135374281073;-300
2025-12-01T10:55:45Z;Cobro;2135673235827;135990618788;8800
2025-12-01T10:55:45Z;Retención Impuesto Ingresos Brutos Régimen SIRTAC;2135673235829;135990618788;-4.4
2025-12-01T10:55:45Z;Impuesto sobre los Créditos y Débitos en cobros;2135673235831;135990618788;-52.8
2025-12-01T10:55:45Z;Costo de Mercado Pago;2135673235833;135990618788;-85.36
2025-12-01T10:55:45Z;Retención Impuesto a los IIBB de Santa Fe;2135673235835;135990618788;-132
2025-12-01T11:04:18Z;Cobro;2135801115806;135375313929;19270
2025-12-01T11:04:18Z;Retención Impuesto Ingresos Brutos Régimen SIRTAC;2135801115808;135375313929;-9.64
2025-12-01T11:04:18Z;Impuesto sobre los Créditos y Débitos en cobros;2135801115810;135375313929;-115.62
2025-12-01T11:04:18Z;Costo de Mercado Pago;2135801115812;135375313929;-186.92
2025-12-01T11:04:18Z;Retención Impuesto a los IIBB de Santa Fe;2135801115814;135375313929;-289.05
2025-12-01T11:10:42Z;Cobro;2135806455248;135992527962;12003
2025-12-01T11:10:42Z;Retención Impuesto Ingresos Brutos Régimen SIRTAC;2135806455250;135992527962;-6
2025-12-01T11:10:42Z;Impuesto sobre los Créditos y Débitos en cobros;2135806455252;135992527962;-72.02
2025-12-01T11:10:42Z;Costo de Mercado Pago;2135806455254;135992527962;-116.43
2025-12-01T11:10:42Z;Retención Impuesto a los IIBB de Santa Fe;2135806455256;135992527962;-180.05
2025-12-01T11:16:22Z;Cobro;2135690535173;135377294389;1500
2025-12-01T11:16:22Z;Retención Impuesto Ingresos Brutos Régimen SIRTAC;2135690535175;135377294389;-0.75
2025-12-01T11:16:22Z;Impuesto sobre los Créditos y Débitos en cobros;2135690535177;135377294389;-9
2025-12-01T11:16:22Z;Costo de Mercado Pago;2135690535179;135377294389;-14.55
2025-12-01T11:16:22Z;Retención Impuesto a los IIBB de Santa Fe;2135690535181;135377294389;-22.5
2025-12-01T11:18:19Z;Cobro;2135692291601;135377463019;2400
2025-12-01T11:18:19Z;Retención Impuesto Ingresos Brutos Régimen SIRTAC;2135692291603;135377463019;-1.2
2025-12-01T11:18:19Z;Impuesto sobre los Créditos y Débitos en cobros;2135692291605;135377463019;-14.4
2025-12-01T11:18:19Z;Costo de Mercado Pago;2135692291607;135377463019;-23.28
2025-12-01T11:18:19Z;Retención Impuesto a los IIBB de Santa Fe;2135692291609;135377463019;-36
2025-12-01T11:20:34Z;Cobro;2135694063027;135377888567;25000
2025-12-01T11:20:34Z;Retención Impuesto Ingresos Brutos Régimen SIRTAC;2135694063029;135377888567;-12.5
2025-12-01T11:20:34Z;Impuesto sobre los Créditos y Débitos en cobros;2135694063031;135377888567;-150
2025-12-01T11:20:34Z;Costo de Mercado Pago;2135694063033;135377888567;-242.5
2025-12-01T11:20:34Z;Retención Impuesto a los IIBB de Santa Fe;2135694063035;135377888567;-375
2025-12-01T11:23:27Z;Cobro;2135696811435;135378230993;30000
2025-12-01T11:23:27Z;Retención Impuesto Ingresos Brutos Régimen SIRTAC;2135696811437;135378230993;-15
2025-12-01T11:23:27Z;Impuesto sobre los Créditos y Débitos en cobros;2135696811439;135378230993;-180
2025-12-01T11:23:27Z;Costo de Mercado Pago;2135696811441;135378230993;-297.23
2025-12-01T11:23:27Z;Retención Impuesto a los IIBB de Santa Fe;2135696811443;135378230993;-450
2025-12-01T11:25:56Z;Cobro;2135819426218;135378503611;164024
2025-12-01T11:25:56Z;Retención Impuesto Ingresos Brutos Régimen SIRTAC;2135819426220;135378503611;-82.01
2025-12-01T11:25:56Z;Impuesto sobre los Créditos y Débitos en cobros;2135819426222;135378503611;-984.14
2025-12-01T11:25:56Z;Costo de Mercado Pago;2135819426224;135378503611;-1591.03
2025-12-01T11:25:56Z;Retención Impuesto a los IIBB de Santa Fe;2135819426226;135378503611;-2460.36
2025-12-01T11:40:08Z;Cobro;2135832392792;135997074796;4300
2025-12-01T11:40:08Z;Retención Impuesto Ingresos Brutos Régimen SIRTAC;2135832392794;135997074796;-2.15
2025-12-01T11:40:08Z;Impuesto sobre los Créditos y Débitos en cobros;2135832392796;135997074796;-25.8
2025-12-01T11:40:08Z;Costo de Mercado Pago;2135832392798;135997074796;-41.71
2025-12-01T11:40:08Z;Retención Impuesto a los IIBB de Santa Fe;2135832392800;135997074796;-64.5
2025-12-01T12:05:04Z;Cobro;2135856230472;136001072372;128029
2025-12-01T12:05:04Z;Retención Impuesto Ingresos Brutos Régimen SIRTAC;2135856230474;136001072372;-64.01
2025-12-01T12:05:04Z;Impuesto sobre los Créditos y Débitos en cobros;2135856230476;136001072372;-768.17
2025-12-01T12:05:04Z;Costo de Mercado Pago;2135856230478;136001072372;-1241.88
2025-12-01T12:05:04Z;Retención Impuesto a los IIBB de Santa Fe;2135856230480;136001072372;-1920.44
2025-12-01T12:12:26Z;Cobro;2135742944769;136002115772;43213.5
2025-12-01T12:12:26Z;Retención Impuesto Ingresos Brutos Régimen SIRTAC;2135742944771;136002115772;-21.61
2025-12-01T12:12:26Z;Impuesto sobre los Créditos y Débitos en cobros;2135742944773;136002115772;-259.28
2025-12-01T12:12:26Z;Costo de Mercado Pago;2135742944775;136002115772;-419.17
2025-12-01T12:12:26Z;Retención Impuesto a los IIBB de Santa Fe;2135742944777;136002115772;-648.2
2025-12-01T12:13:46Z;Cobro;2135744152735;135386178773;3526
2025-12-01T12:13:46Z;Retención Impuesto Ingresos Brutos Régimen SIRTAC;2135744152737;135386178773;-1.76
2025-12-01T12:13:46Z;Impuesto sobre los Créditos y Débitos en cobros;2135744152739;135386178773;-21.16
2025-12-01T12:13:46Z;Costo de Mercado Pago;2135744152741;135386178773;-34.2
2025-12-01T12:13:46Z;Retención Impuesto a los IIBB de Santa Fe;2135744152743;135386178773;-52.89
2025-12-01T12:14:44Z;Cobro;2135745003029;135386253257;15000
2025-12-01T12:14:44Z;Retención Impuesto Ingresos Brutos Régimen SIRTAC;2135745003031;135386253257;-7.5
2025-12-01T12:14:44Z;Impuesto sobre los Créditos y Débitos en cobros;2135745003033;135386253257;-90
2025-12-01T12:14:44Z;Costo de Mercado Pago;2135745003035;135386253257;-145.5
2025-12-01T12:14:44Z;Retención Impuesto a los IIBB de Santa Fe;2135745003037;135386253257;-225
2025-12-01T12:16:19Z;Cobro;2135867509946;136002978664;4462
2025-12-01T12:16:19Z;Retención Impuesto Ingresos Brutos Régimen SIRTAC;2135867509948;136002978664;-2.23
2025-12-01T12:16:19Z;Impuesto sobre los Créditos y Débitos en cobros;2135867509950;136002978664;-26.77
2025-12-01T12:16:19Z;Costo de Mercado Pago;2135867509952;136002978664;-43.28
2025-12-01T12:16:19Z;Retención Impuesto a los IIBB de Santa Fe;2135867509954;136002978664;-66.93
2025-12-01T12:18:41Z;Cobro;2135869995128;135386762089;20000
2025-12-01T12:18:41Z;Retención Impuesto Ingresos Brutos Régimen SIRTAC;2135869995130;135386762089;-10
2025-12-01T12:18:41Z;Impuesto sobre los Créditos y Débitos en cobros;2135869995132;135386762089;-120
2025-12-01T12:18:41Z;Costo de Mercado Pago;2135869995134;135386762089;-194
2025-12-01T12:18:41Z;Retención Impuesto a los IIBB de Santa Fe;2135869995136;135386762089;-300
2025-12-01T12:24:09Z;Cobro;2135754664593;136004179490;8800
2025-12-01T12:24:09Z;Retención Impuesto Ingresos Brutos Régimen SIRTAC;2135754664595;136004179490;-4.4
2025-12-01T12:24:09Z;Impuesto sobre los Créditos y Débitos en cobros;2135754664597;136004179490;-52.8
2025-12-01T12:24:09Z;Costo de Mercado Pago;2135754664599;136004179490;-85.36
2025-12-01T12:24:09Z;Retención Impuesto a los IIBB de Santa Fe;2135754664601;136004179490;-132
2025-12-01T12:24:17Z;Cobro;2135754794729;135387835527;5024
2025-12-01T12:24:17Z;Retención Impuesto Ingresos Brutos Régimen SIRTAC;2135754794731;135387835527;-2.51
2025-12-01T12:24:17Z;Impuesto sobre los Créditos y Débitos en cobros;2135754794733;135387835527;-30.14
2025-12-01T12:24:17Z;Costo de Mercado Pago;2135754794735;135387835527;-48.73
2025-12-01T12:24:17Z;Retención Impuesto a los IIBB de Santa Fe;2135754794737;135387835527;-75.36
2025-12-01T12:26:53Z;Cobro;2135878203504;135388404711;83420
2025-12-01T12:26:53Z;Retención Impuesto Ingresos Brutos Régimen SIRTAC;2135878203506;135388404711;-41.71
2025-12-01T12:26:53Z;Impuesto sobre los Créditos y Débitos en cobros;2135878203508;135388404711;-500.52
2025-12-01T12:26:53Z;Costo de Mercado Pago;2135878203510;135388404711;-809.17
2025-12-01T12:26:53Z;Retención Impuesto a los IIBB de Santa Fe;2135878203512;135388404711;-1251.3
2025-12-01T12:28:34Z;Cobro;2135879936146;136005092388;30000
2025-12-01T12:28:34Z;Retención Impuesto Ingresos Brutos Régimen SIRTAC;2135879936148;136005092388;-15
2025-12-01T12:28:34Z;Impuesto sobre los Créditos y Débitos en cobros;2135879936150;136005092388;-180
2025-12-01T12:28:34Z;Costo de Mercado Pago;2135879936152;136005092388;-291
2025-12-01T12:28:34Z;Retención Impuesto a los IIBB de Santa Fe;2135879936154;136005092388;-450
2025-12-01T12:31:42Z;Cobro;2135761938363;136005353856;20000
2025-12-01T12:31:42Z;Retención Impuesto Ingresos Brutos Régimen SIRTAC;2135761938365;136005353856;-10
2025-12-01T12:31:42Z;Impuesto sobre los Créditos y Débitos en cobros;2135761938367;136005353856;-120
2025-12-01T12:31:42Z;Costo de Mercado Pago;2135761938369;136005353856;-198.15
2025-12-01T12:31:42Z;Retención Impuesto a los IIBB de Santa Fe;2135761938371;136005353856;-300
2025-12-01T12:34:06Z;Cobro;2135885011054;135389662169;4012
2025-12-01T12:34:06Z;Retención Impuesto Ingresos Brutos Régimen SIRTAC;2135885011056;135389662169;-2.01
2025-12-01T12:34:06Z;Impuesto sobre los Créditos y Débitos en cobros;2135885011058;135389662169;-24.07
